review_id,order_id,customer_id,product_id,rating
REV000069,ORD046525,CUST07857,PROD0265,3
REV000070,ORD006713,CUST06459,PROD0387,5
REV000071,ORD006497,CUST03324,PROD0073,1
REV000072,ORD039035,CUST04493,PROD0401,4
REV000073,ORD022574,CUST08108,PROD0371,2
REV000074,ORD025437,CUST00474,PROD0477,5
REV000075,ORD005698,CUST05825,PROD0038,5
REV000076,ORD002484,CUST00568,PROD0028,5
REV000077,ORD009414,CUST04991,PROD0093,3
REV000078,ORD025174,CUST04272,PROD0047,5
REV000079,ORD015346,CUST04685,PROD0143,1
REV000080,ORD043331,CUST09596,PROD0469,4
REV000081,ORD009191,CUST00563,PROD0330,3
REV000082,ORD018421,CUST05910,PROD0465,1
REV000083,ORD011988,CUST00419,PROD0004,4
REV000084,ORD002173,CUST05983,PROD0456,5
REV000085,ORD035839,CUST05383,PROD0020,4
REV000086,ORD027042,CUST06741,PROD0376,4
REV000087,ORD001595,CUST07207,PROD0302,5
REV000088,ORD012103,CUST04768,PROD0357,4
REV000089,ORD041556,CUST02880,PROD0117,5
REV000090,ORD016617,CUST01478,PROD0463,3
REV000091,ORD042567,CUST03249,PROD0122,4
REV000092,ORD047536,CUST04149,PROD0409,1
REV000093,ORD031562,CUST09295,PROD0232,5
REV000094,ORD041226,CUST00458,PROD0118,5
REV000095,ORD033000,CUST08584,PROD0430,1
REV000096,ORD018043,CUST09508,PROD0120,4
REV000097,ORD011593,CUST03567,PROD0383,5
REV000098,ORD014855,CUST07286,PROD0204,5
REV000099,ORD037107,CUST03392,PROD0167,1
REV000100,ORD044333,CUST03115,PROD0110,2
REV000101,ORD043331,CUST09596,PROD0208,4
REV000102,ORD037208,CUST03186,PROD0193,3
REV000103,ORD037889,CUST08406,PROD0361,5
REV000104,ORD029852,CUST08707,PROD0138,5
REV000105,ORD044190,CUST05499,PROD0019,1
REV000106,ORD026816,CUST00041,PROD0126,4
REV000107,ORD016123,CUST02824,PROD0134,5
REV000108,ORD004495,CUST05265,PROD0140,4
REV000109,ORD032531,CUST05142,PROD0367,4
REV000110,ORD046254,CUST08363,PROD0095,4
REV000111,ORD043341,CUST00317,PROD0197,5
REV000112,ORD020451,CUST05321,PROD0359,5
REV000113,ORD024377,CUST09014,PROD0010,2
REV000114,ORD011214,CUST08220,PROD0368,3
REV000115,ORD040584,CUST05060,PROD0052,4
REV000116,ORD027796,CUST00419,PROD0394,4
REV000117,ORD025672,CUST02353,PROD0433,4
REV000118,ORD002967,CUST02384,PROD0119,3
REV000119,ORD032674,CUST09106,PROD0209,4
REV000120,ORD013852,CUST01985,PROD0413,5
REV000121,ORD014373,CUST06904,PROD0259,3
REV000122,ORD017122,CUST02607,PROD0114,5
REV000123,ORD024676,CUST04849,PROD0222,3
REV000124,ORD039930,CUST03338,PROD0386,4
REV000125,ORD003772,CUST04060,PROD0390,3
REV000126,ORD029893,CUST07021,PROD0100,2
REV000127,ORD010641,CUST08467,PROD0249,5
REV000128,ORD018064,CUST05507,PROD0152,5
REV000129,ORD010269,CUST03446,PROD0425,2
REV000130,ORD011311,CUST02059,PROD0347,5
REV000131,ORD005628,CUST04767,PROD0456,2
REV000132,ORD022492,CUST02827,PROD0090,5
REV000133,ORD009010,CUST02696,PROD0190,5
REV000134,ORD007716,CUST04964,PROD0490,4
REV000135,ORD009076,CUST07834,PROD0322,4
REV000136,ORD044575,CUST00885,PROD0435,3
REV000137,ORD012343,CUST05127,PROD0341,5
REV000138,ORD040274,CUST04968,PROD0444,4
REV000139,ORD004731,CUST01711,PROD0407,3
REV000140,ORD001296,CUST08916,PROD0102,4
REV000141,ORD032053,CUST07748,PROD0347,4
REV000142,ORD043268,CUST04550,PROD0330,5
REV000143,ORD017061,CUST08826,PROD0063,2
REV000144,ORD026000,CUST07835,PROD0038,4
REV000145,ORD041474,CUST05884,PROD0342,2
REV000146,ORD015261,CUST04596,PROD0109,4
REV000147,ORD036914,CUST06664,PROD0208,4
REV000148,ORD005479,CUST08113,PROD0359,4
REV000149,ORD006148,CUST08519,PROD0022,4
REV000150,ORD028493,CUST05370,PROD0097,2
REV000151,ORD040541,CUST09863,PROD0315,4
REV000152,ORD038044,CUST03971,PROD0350,4
REV000153,ORD022656,CUST05032,PROD0476,4
REV000154,ORD023717,CUST03451,PROD0313,4
REV000155,ORD025267,CUST04434,PROD0022,2
REV000156,ORD006346,CUST07239,PROD0291,5
REV000157,ORD027996,CUST04825,PROD0187,5
REV000158,ORD035253,CUST05005,PROD0278,3
REV000159,ORD004757,CUST01322,PROD0172,5
REV000160,ORD030498,CUST00134,PROD0493,5
REV000161,ORD047827,CUST03438,PROD0014,2
REV000162,ORD009475,CUST00853,PROD0073,2
REV000163,ORD029794,CUST05550,PROD0085,5
REV000164,ORD009143,CUST04659,PROD0192,4
REV000165,ORD014387,CUST05130,PROD0243,5
REV000166,ORD032361,CUST02710,PROD0217,5
REV000167,ORD020504,CUST09964,PROD0152,2
REV000168,ORD006635,CUST06003,PROD0374,5
REV000169,ORD009233,CUST05491,PROD0480,5
REV000170,ORD028017,CUST07272,PROD0288,4
REV000171,ORD039181,CUST05261,PROD0416,2
REV000172,ORD011513,CUST06685,PROD0491,4
REV000173,ORD038464,CUST00673,PROD0049,5
REV000174,ORD035504,CUST01828,PROD0091,5
REV000175,ORD046225,CUST05137,PROD0440,5
REV000176,ORD016776,CUST02392,PROD0373,5
REV000177,ORD019413,CUST09256,PROD0248,2
REV000178,ORD043616,CUST02254,PROD0012,4
REV000179,ORD022803,CUST02260,PROD0325,4
REV000180,ORD039783,CUST00603,PROD0338,5
REV000181,ORD045964,CUST05381,PROD0410,4
REV000182,ORD026023,CUST07972,PROD0097,5
REV000183,ORD005322,CUST06719,PROD0274,5
REV000184,ORD037383,CUST00987,PROD0461,5
REV000185,ORD034978,CUST05570,PROD0446,2
REV000186,ORD041215,CUST09635,PROD0038,4
REV000187,ORD006111,CUST09069,PROD0280,5
REV000188,ORD006223,CUST09975,PROD0445,4
REV000189,ORD007140,CUST00153,PROD0010,4
REV000190,ORD035340,CUST01735,PROD0401,5
REV000191,ORD001475,CUST00955,PROD0249,4
REV000192,ORD003551,CUST09039,PROD0109,4
REV000193,ORD038632,CUST00715,PROD0244,3
REV000194,ORD021286,CUST01823,PROD0093,5
REV000195,ORD028762,CUST04387,PROD0146,4
REV000196,ORD016360,CUST08396,PROD0408,2
REV000197,ORD005569,CUST09404,PROD0229,4
REV000198,ORD004570,CUST03576,PROD0187,4
REV000199,ORD017971,CUST02946,PROD0487,4
REV000200,ORD047276,CUST07487,PROD0289,4
REV000201,ORD043718,CUST06472,PROD0326,5
REV000202,ORD018854,CUST05023,PROD0317,3
REV000203,ORD002504,CUST08947,PROD0426,5
REV000204,ORD013768,CUST03401,PROD0205,1
REV000205,ORD042518,CUST04710,PROD0139,3
REV000206,ORD022599,CUST08266,PROD0267,5
REV000207,ORD000055,CUST04014,PROD0227,4
REV000208,ORD007706,CUST01838,PROD0089,3
REV000209,ORD016078,CUST04230,PROD0391,5
REV000210,ORD028067,CUST04827,PROD0047,4
REV000211,ORD009521,CUST06898,PROD0040,3
REV000212,ORD035317,CUST05887,PROD0381,4
REV000213,ORD049310,CUST05330,PROD0154,2
REV000214,ORD009280,CUST02326,PROD0079,3
REV000215,ORD031310,CUST00117,PROD0019,3
REV000216,ORD029445,CUST01039,PROD0329,5
REV000217,ORD025701,CUST08865,PROD0270,5
REV000218,ORD043591,CUST09891,PROD0295,3
REV000219,ORD040094,CUST00363,PROD0207,5
REV000220,ORD018309,CUST05721,PROD0240,4
REV000221,ORD030000,CUST00930,PROD0127,5
REV000222,ORD048169,CUST08922,PROD0033,5
REV000223,ORD009121,CUST07191,PROD0175,4
REV000224,ORD042215,CUST00348,PROD0152,1
REV000225,ORD028684,CUST07761,PROD0064,5
REV000226,ORD034440,CUST03554,PROD0145,5
REV000227,ORD018654,CUST09443,PROD0167,3
REV000228,ORD036524,CUST08307,PROD0282,2
REV000229,ORD030845,CUST03015,PROD0321,3
REV000230,ORD028579,CUST09035,PROD0104,3
REV000231,ORD040241,CUST00382,PROD0279,4
REV000232,ORD003713,CUST09052,PROD0121,4
REV000233,ORD010806,CUST07822,PROD0373,5
REV000234,ORD009672,CUST05001,PROD0184,4
REV000235,ORD028127,CUST03233,PROD0382,5
REV000236,ORD042943,CUST04577,PROD0248,4
REV000237,ORD004996,CUST07766,PROD0208,2
REV000238,ORD015626,CUST06743,PROD0478,5
REV000239,ORD007774,CUST05217,PROD0056,3
REV000240,ORD003506,CUST00546,PROD0080,4
REV000241,ORD010649,CUST03730,PROD0355,5
REV000242,ORD046688,CUST03782,PROD0141,4
REV000243,ORD036744,CUST05539,PROD0083,4
REV000244,ORD024887,CUST07945,PROD0496,3
REV000245,ORD016874,CUST05502,PROD0211,5
REV000246,ORD003350,CUST01367,PROD0334,5
REV000247,ORD015068,CUST02032,PROD0032,5
REV000248,ORD013453,CUST06503,PROD0139,5
REV000249,ORD021952,CUST05391,PROD0475,5
REV000250,ORD024723,CUST00268,PROD0155,3
REV000251,ORD041549,CUST00997,PROD0042,5
REV000252,ORD049987,CUST07083,PROD0443,5
REV000253,ORD022640,CUST07664,PROD0316,5
REV000254,ORD019433,CUST09177,PROD0496,4
REV000255,ORD015299,CUST08068,PROD0333,5
REV000256,ORD003787,CUST09527,PROD0341,5
REV000257,ORD003801,CUST04718,PROD0292,4
REV000258,ORD036085,CUST01740,PROD0065,4
REV000259,ORD021656,CUST05874,PROD0290,5
REV000260,ORD007586,CUST09885,PROD0030,5
REV000261,ORD000522,CUST03545,PROD0211,5
REV000262,ORD003489,CUST07245,PROD0115,5
REV000263,ORD001841,CUST06562,PROD0266,3
REV000264,ORD041586,CUST02047,PROD0044,5
REV000265,ORD016225,CUST05074,PROD0430,1
REV000266,ORD006174,CUST05901,PROD0382,5
REV000267,ORD049839,CUST08866,PROD0376,5
REV000268,ORD030908,CUST03693,PROD0444,1
REV000269,ORD007949,CUST06080,PROD0198,4
REV000270,ORD032435,CUST03660,PROD0363,1
REV000271,ORD014458,CUST07909,PROD0145,3
REV000272,ORD032094,CUST04787,PROD0015,5
REV000273,ORD044121,CUST07283,PROD0402,5
REV000274,ORD044861,CUST05123,PROD0269,4
REV000275,ORD010187,CUST04902,PROD0020,4
REV000276,ORD045681,CUST05279,PROD0331,5
REV000277,ORD042254,CUST00573,PROD0455,4
REV000278,ORD007465,CUST04411,PROD0406,5
REV000279,ORD034959,CUST05869,PROD0359,5
REV000280,ORD045906,CUST05915,PROD0235,4
REV000281,ORD004292,CUST04813,PROD0176,4
REV000282,ORD040986,CUST07073,PROD0427,1
REV000283,ORD037216,CUST04410,PROD0367,4
REV000284,ORD037610,CUST00663,PROD0056,2
REV000285,ORD007561,CUST07874,PROD0291,4
REV000286,ORD006706,CUST03258,PROD0391,1
REV000287,ORD044050,CUST04846,PROD0160,2
REV000288,ORD028595,CUST06990,PROD0177,2
REV000289,ORD037120,CUST03152,PROD0226,1
REV000290,ORD041131,CUST07582,PROD0110,3
REV000291,ORD005164,CUST09606,PROD0138,3
REV000292,ORD037462,CUST00706,PROD0215,5
REV000293,ORD015250,CUST09889,PROD0452,4
REV000294,ORD049813,CUST03912,PROD0083,3
REV000295,ORD041883,CUST08310,PROD0248,5
REV000296,ORD024534,CUST03985,PROD0002,2
REV000297,ORD009485,CUST02876,PROD0419,4
REV000298,ORD034431,CUST08695,PROD0347,5
REV000299,ORD030746,CUST04578,PROD0016,4
REV000300,ORD014770,CUST04860,PROD0224,4
REV000301,ORD033833,CUST06817,PROD0291,3
REV000302,ORD032420,CUST04011,PROD0088,3
REV000303,ORD025677,CUST04890,PROD0476,4
REV000304,ORD003122,CUST04272,PROD0056,3
REV000305,ORD020677,CUST03388,PROD0261,5
REV000306,ORD008821,CUST09569,PROD0286,5
REV000307,ORD039567,CUST08216,PROD0414,5
REV000308,ORD039576,CUST04253,PROD0499,5
REV000309,ORD040413,CUST00350,PROD0380,5
REV000310,ORD024293,CUST05548,PROD0283,2
REV000311,ORD044075,CUST05714,PROD0196,5
REV000312,ORD020285,CUST02546,PROD0003,4
REV000313,ORD006776,CUST02739,PROD0342,3
REV000314,ORD048697,CUST07177,PROD0186,5
REV000315,ORD041191,CUST04724,PROD0400,5
REV000316,ORD043916,CUST05254,PROD0418,3
REV000317,ORD041273,CUST08717,PROD0100,5
REV000318,ORD017697,CUST05914,PROD0330,4
REV000319,ORD034767,CUST02725,PROD0045,2
REV000320,ORD043528,CUST09842,PROD0082,5
REV000321,ORD023913,CUST07432,PROD0352,2
REV000322,ORD022309,CUST05071,PROD0465,3
REV000323,ORD049223,CUST00356,PROD0140,4
REV000324,ORD049718,CUST05507,PROD0148,4
REV000325,ORD011606,CUST05384,PROD0109,3
REV000326,ORD034007,CUST04739,PROD0450,4
REV000327,ORD001287,CUST05556,PROD0036,3
REV000328,ORD031379,CUST06841,PROD0344,4
REV000329,ORD023611,CUST05671,PROD0256,3
REV000330,ORD030467,CUST07604,PROD0214,4
REV000331,ORD016036,CUST07674,PROD0378,5
REV000332,ORD028650,CUST05344,PROD0468,5
REV000333,ORD045118,CUST07521,PROD0025,4
REV000334,ORD018666,CUST00382,PROD0070,4
REV000335,ORD015984,CUST00083,PROD0490,4
REV000336,ORD011786,CUST05623,PROD0246,4
REV000337,ORD039439,CUST09838,PROD0185,4
REV000338,ORD014061,CUST06581,PROD0420,3
REV000339,ORD037331,CUST04630,PROD0105,4
REV000340,ORD042521,CUST03827,PROD0236,4
REV000341,ORD018892,CUST09911,PROD0460,5
REV000342,ORD018211,CUST06831,PROD0051,5
REV000343,ORD010238,CUST08970,PROD0213,5
REV000344,ORD006103,CUST07766,PROD0487,4
REV000345,ORD016157,CUST05718,PROD0232,5
REV000346,ORD022561,CUST00450,PROD0388,4
REV000347,ORD010246,CUST01718,PROD0359,2
REV000348,ORD042415,CUST06409,PROD0163,4
REV000349,ORD016387,CUST09204,PROD0110,5
REV000350,ORD025751,CUST02709,PROD0341,5
REV000351,ORD017634,CUST04083,PROD0049,3
REV000352,ORD021792,CUST04117,PROD0358,4
REV000353,ORD003178,CUST04884,PROD0365,3
REV000354,ORD017751,CUST02758,PROD0452,4
REV000355,ORD030759,CUST00124,PROD0415,5
REV000356,ORD000073,CUST03066,PROD0455,4
REV000357,ORD043294,CUST05963,PROD0132,5
REV000358,ORD046219,CUST08942,PROD0047,5
REV000359,ORD033303,CUST08730,PROD0076,1
REV000360,ORD016376,CUST04537,PROD0498,4
REV000361,ORD027785,CUST04499,PROD0256,3
REV000362,ORD046879,CUST01691,PROD0239,2
REV000363,ORD035913,CUST06626,PROD0115,3
REV000364,ORD035326,CUST07401,PROD0112,4
REV000365,ORD000661,CUST09002,PROD0158,3
REV000366,ORD022198,CUST02811,PROD0480,5
REV000367,ORD021209,CUST03593,PROD0195,4
REV000368,ORD012231,CUST04311,PROD0341,5
REV000369,ORD006550,CUST09790,PROD0415,5
REV000370,ORD000893,CUST09241,PROD0261,2
REV000371,ORD018576,CUST01992,PROD0150,4
REV000372,ORD033352,CUST02594,PROD0081,4
REV000373,ORD032917,CUST00081,PROD0283,4
REV000374,ORD032928,CUST00560,PROD0038,5
REV000375,ORD039136,CUST04709,PROD0298,4
REV000376,ORD024921,CUST01626,PROD0015,4
REV000377,ORD041147,CUST04210,PROD0088,4
REV000378,ORD044181,CUST04437,PROD0290,5
REV000379,ORD035724,CUST02001,PROD0357,5
REV000380,ORD023264,CUST05590,PROD0053,5
REV000381,ORD029449,CUST09622,PROD0005,5
REV000382,ORD044111,CUST03162,PROD0036,5
REV000383,ORD005606,CUST01695,PROD0490,5
REV000384,ORD002373,CUST04271,PROD0437,3
REV000385,ORD049863,CUST00608,PROD0407,2
REV000386,ORD009417,CUST01054,PROD0174,5
REV000387,ORD003037,CUST09117,PROD0134,5
REV000388,ORD013344,CUST01269,PROD0113,4
REV000389,ORD011149,CUST03250,PROD0159,3
REV000390,ORD018306,CUST04195,PROD0051,5
REV000391,ORD011802,CUST09958,PROD0172,5
REV000392,ORD004584,CUST09577,PROD0170,4
REV000393,ORD011357,CUST02342,PROD0379,5
REV000394,ORD018781,CUST06277,PROD0064,2
REV000395,ORD016703,CUST09668,PROD0298,5
REV000396,ORD026515,CUST09339,PROD0185,4
REV000397,ORD005593,CUST08792,PROD0456,5
REV000398,ORD020042,CUST00843,PROD0423,3
REV000399,ORD003380,CUST00813,PROD0453,5
REV000400,ORD019571,CUST08095,PROD0211,4
REV000401,ORD003794,CUST06617,PROD0444,4
REV000402,ORD013332,CUST02986,PROD0443,4
REV000403,ORD047032,CUST00917,PROD0309,4
REV000404,ORD031739,CUST04677,PROD0096,1
REV000405,ORD037519,CUST00849,PROD0246,5
REV000406,ORD032648,CUST06187,PROD0118,5
REV000407,ORD036518,CUST05890,PROD0228,5
REV000408,ORD048612,CUST08274,PROD0460,3
REV000409,ORD014134,CUST00188,PROD0120,4
REV000410,ORD007551,CUST01656,PROD0168,5
REV000411,ORD036443,CUST04975,PROD0236,5
REV000412,ORD044257,CUST08910,PROD0398,4
REV000413,ORD042728,CUST07395,PROD0291,5
REV000414,ORD008701,CUST07559,PROD0369,1
REV000415,ORD013245,CUST04747,PROD0356,5
REV000416,ORD005279,CUST03998,PROD0031,4
REV000417,ORD005461,CUST06050,PROD0337,5
REV000418,ORD008572,CUST08447,PROD0222,4
REV000419,ORD029656,CUST07842,PROD0183,4
REV000420,ORD022625,CUST00586,PROD0403,4
REV000421,ORD005873,CUST09947,PROD0269,1
REV000422,ORD044004,CUST01865,PROD0471,5
REV000423,ORD013040,CUST05798,PROD0012,3
REV000424,ORD025790,CUST05227,PROD0097,4
REV000425,ORD022841,CUST01758,PROD0094,5
REV000426,ORD037418,CUST05980,PROD0437,5
REV000427,ORD037607,CUST06229,PROD0430,2
REV000428,ORD020161,CUST01086,PROD0419,3
REV000429,ORD039580,CUST05925,PROD0075,5
REV000430,ORD044188,CUST03853,PROD0477,3
REV000431,ORD025556,CUST02477,PROD0476,5
REV000432,ORD004358,CUST06585,PROD0182,2
REV000433,ORD015889,CUST03199,PROD0368,4
REV000434,ORD027866,CUST04916,PROD0278,5
REV000435,ORD029635,CUST07879,PROD0117,1
REV000436,ORD031488,CUST09431,PROD0427,4
REV000437,ORD020105,CUST02729,PROD0271,3
REV000438,ORD045896,CUST01868,PROD0436,5
REV000439,ORD008691,CUST02802,PROD0469,5
REV000440,ORD033399,CUST05194,PROD0075,3
REV000441,ORD045034,CUST05151,PROD0110,5
REV000442,ORD025077,CUST00643,PROD0298,5
REV000443,ORD029743,CUST03256,PROD0010,5
REV000444,ORD011231,CUST03180,PROD0486,4
REV000445,ORD037977,CUST04676,PROD0131,5
REV000446,ORD009425,CUST07117,PROD0330,3
REV000447,ORD003980,CUST03511,PROD0237,3
REV000448,ORD038164,CUST00627,PROD0297,4
REV000449,ORD021282,CUST03046,PROD0083,3
REV000450,ORD012237,CUST03990,PROD0116,5
REV000451,ORD000120,CUST04040,PROD0254,5
REV000452,ORD031730,CUST07515,PROD0384,3
REV000453,ORD028873,CUST01815,PROD0068,3
REV000454,ORD044663,CUST06168,PROD0486,5
REV000455,ORD039586,CUST04268,PROD0023,4
REV000456,ORD028024,CUST07800,PROD0117,3
REV000457,ORD023345,CUST04207,PROD0197,5
REV000458,ORD046918,CUST02366,PROD0025,5
REV000459,ORD015833,CUST04341,PROD0063,3
REV000460,ORD037859,CUST04068,PROD0273,2
REV000461,ORD026129,CUST09541,PROD0460,5
REV000462,ORD004353,CUST02307,PROD0033,3
REV000463,ORD026572,CUST07952,PROD0500,4
REV000464,ORD017609,CUST00007,PROD0389,4
REV000465,ORD019867,CUST07697,PROD0058,4
REV000466,ORD005537,CUST00967,PROD0010,4
REV000467,ORD041546,CUST01890,PROD0202,5
REV000468,ORD013080,CUST05157,PROD0340,4
REV000469,ORD003400,CUST09185,PROD0482,1
REV000470,ORD020363,CUST07198,PROD0009,4
REV000471,ORD017792,CUST07169,PROD0454,4
REV000472,ORD040546,CUST01704,PROD0458,5
REV000473,ORD017407,CUST08838,PROD0410,5
REV000474,ORD001870,CUST03504,PROD0252,5
REV000475,ORD036228,CUST08371,PROD0306,4
REV000476,ORD029298,CUST08324,PROD0158,5
REV000477,ORD021049,CUST04158,PROD0492,3
REV000478,ORD004094,CUST04965,PROD0028,1
REV000479,ORD037832,CUST04161,PROD0319,3
REV000480,ORD001390,CUST06129,PROD0426,4
REV000481,ORD004018,CUST03180,PROD0243,4
REV000482,ORD019030,CUST05568,PROD0160,5
REV000483,ORD034996,CUST01417,PROD0051,5
REV000484,ORD025507,CUST05332,PROD0149,4
REV000485,ORD022053,CUST08268,PROD0295,1
REV000486,ORD025942,CUST05254,PROD0414,4
REV000487,ORD035681,CUST02437,PROD0483,4
REV000488,ORD013435,CUST02825,PROD0213,4
REV000489,ORD005658,CUST02836,PROD0086,4
REV000490,ORD023091,CUST05027,PROD0022,5
REV000491,ORD041105,CUST00221,PROD0339,5
REV000492,ORD042328,CUST08864,PROD0224,5
REV000493,ORD003148,CUST03924,PROD0306,4
REV000494,ORD038435,CUST08765,PROD0148,5
REV000495,ORD024281,CUST01289,PROD0458,4
REV000496,ORD045547,CUST05235,PROD0274,5
REV000497,ORD048269,CUST00143,PROD0308,3
REV000498,ORD001599,CUST06420,PROD0042,3
REV000499,ORD021730,CUST01292,PROD0160,2
REV000500,ORD019691,CUST01696,PROD0478,4
REV000501,ORD030737,CUST05023,PROD0355,4
REV000502,ORD025403,CUST04340,PROD0329,1
REV000503,ORD042263,CUST05689,PROD0193,4
REV000504,ORD042772,CUST01200,PROD0036,5
REV000505,ORD046734,CUST03103,PROD0167,5
REV000506,ORD036806,CUST07821,PROD0500,4
REV000507,ORD035670,CUST00977,PROD0204,4
REV000508,ORD005706,CUST00109,PROD0152,1
REV000509,ORD038494,CUST09439,PROD0206,4
REV000510,ORD019013,CUST09193,PROD0459,2
REV000511,ORD029037,CUST04020,PROD0406,5
REV000512,ORD043410,CUST07093,PROD0190,5
REV000513,ORD027460,CUST08841,PROD0432,3
REV000514,ORD002422,CUST04630,PROD0452,4
REV000515,ORD007652,CUST08553,PROD0411,4
REV000516,ORD003861,CUST08349,PROD0266,5
REV000517,ORD033464,CUST06343,PROD0283,2
REV000518,ORD030907,CUST04529,PROD0226,4
REV000519,ORD039370,CUST06642,PROD0373,5
REV000520,ORD023181,CUST08869,PROD0306,4
REV000521,ORD029477,CUST01946,PROD0325,3
REV000522,ORD016537,CUST04742,PROD0070,5
REV000523,ORD041694,CUST09247,PROD0017,4
REV000524,ORD021261,CUST04425,PROD0351,5
REV000525,ORD009868,CUST06509,PROD0180,3
REV000526,ORD031906,CUST08591,PROD0208,2
REV000527,ORD016984,CUST04804,PROD0066,4
REV000528,ORD035591,CUST04402,PROD0066,3
REV000529,ORD045206,CUST01888,PROD0362,3
REV000530,ORD047388,CUST02619,PROD0256,4
REV000531,ORD032360,CUST01081,PROD0395,3
REV000532,ORD045419,CUST09471,PROD0250,3
REV000533,ORD041160,CUST01138,PROD0452,5
REV000534,ORD046804,CUST07728,PROD0225,5
REV000535,ORD001361,CUST07975,PROD0272,5
REV000536,ORD038102,CUST08199,PROD0249,1
REV000537,ORD025716,CUST08630,PROD0104,5
REV000538,ORD013736,CUST04136,PROD0033,4
REV000539,ORD037096,CUST04203,PROD0050,3
REV000540,ORD046650,CUST04975,PROD0381,4
REV000541,ORD005426,CUST00264,PROD0242,4
REV000542,ORD017010,CUST04189,PROD0229,2
REV000543,ORD013419,CUST03909,PROD0404,5
REV000544,ORD027405,CUST02322,PROD0277,5
REV000545,ORD012114,CUST00342,PROD0106,4
REV000546,ORD049748,CUST00507,PROD0062,2
REV000547,ORD007367,CUST06074,PROD0342,4
REV000548,ORD010759,CUST09106,PROD0394,5
REV000549,ORD038816,CUST05310,PROD0038,1
REV000550,ORD025159,CUST03652,PROD0226,5
REV000551,ORD006625,CUST08308,PROD0476,5
REV000552,ORD046557,CUST01159,PROD0076,4
REV000553,ORD034608,CUST05484,PROD0157,1
REV000554,ORD033611,CUST00132,PROD0256,3
REV000555,ORD005431,CUST05912,PROD0273,2
REV000556,ORD021453,CUST01863,PROD0223,4
REV000557,ORD033223,CUST08652,PROD0213,5
REV000558,ORD024295,CUST04498,PROD0101,4
