product_id,product_name,category,returned_orders,returned_items,average_rating,review_count
PROD0023,Headphones Product 23,Electronics,30,94,4.1940298507462686,67
PROD0378,Personal Care Product 378,Beauty,30,93,4.112903225806452,62
PROD0240,Yoga Product 240,Sports,30,76,3.875,48
PROD0288,Personal Care Product 288,Beauty,30,91,4.191489361702128,47
PROD0104,Makeup Product 104,Beauty,30,87,3.9411764705882355,68
PROD0236,Cookware Product 236,Home & Kitchen,30,84,3.810344827586207,58
PROD0250,Sunglasses Product 250,Accessories,30,85,3.933333333333333,60
PROD0274,Sportswear Product 274,Sports,30,73,3.9672131147540983,61
PROD0255,Smartphones Product 255,Electronics,30,90,3.811320754716981,53
PROD0258,Smart Watches Product 258,Electronics,30,76,3.75,52
PROD0243,Outdoor Product 243,Sports,30,82,3.8666666666666667,60
PROD0245,Smart Watches Product 245,Electronics,30,97,3.7358490566037736,53
PROD0277,Personal Care Product 277,Beauty,30,104,3.789473684210526,57
PROD0393,Kitchen Appliances Product 393,Home & Kitchen,30,92,3.8363636363636364,55
PROD0010,Cameras Product 10,Electronics,30,96,3.890909090909091,55
PROD0136,Women Clothing Product 136,Fashion,30,96,3.8679245283018866,53
PROD0166,Accessories Product 166,Fashion,30,101,4.2727272727272725,55
PROD0199,Yoga Product 199,Sports,30,104,3.891304347826087,46
PROD0191,Fiction Product 191,Books,30,91,3.9310344827586206,58
PROD0174,Personal Care Product 174,Beauty,30,95,4.317460317460317,63
PROD0279,Team Sports Product 279,Sports,30,86,4.0285714285714285,70
PROD0375,Outdoor Product 375,Sports,29,79,4.014925373134329,67
PROD0416,Men Clothing Product 416,Fashion,29,88,4.015873015873016,63
PROD0039,Haircare Product 39,Beauty,29,95,3.7714285714285714,70
PROD0424,Men Clothing Product 424,Fashion,29,101,4.0,67
PROD0499,Accessories Product 499,Fashion,29,73,3.769230769230769,52
PROD0474,Ethnic Wear Product 474,Fashion,29,99,3.8035714285714284,56
PROD0465,Fitness Equipment Product 465,Sports,29,98,3.7142857142857144,49
PROD0044,Fragrances Product 44,Beauty,29,89,3.9411764705882355,51
PROD0063,Non Fiction Product 63,Books,29,95,3.814814814814815,54
PROD0334,Headphones Product 334,Electronics,29,80,3.980392156862745,51
PROD0335,Sportswear Product 335,Sports,29,100,4.071428571428571,56
PROD0080,Kitchen Appliances Product 80,Home & Kitchen,29,92,4.0,57
PROD0336,Footwear Product 336,Fashion,29,86,3.8688524590163933,61
PROD0344,Fragrances Product 344,Beauty,29,70,4.12280701754386,57
PROD0358,Women Clothing Product 358,Fashion,29,81,3.878787878787879,66
PROD0278,Wallets Product 278,Accessories,29,86,3.901639344262295,61
PROD0096,Home Decor Product 96,Home & Kitchen,29,75,4.032786885245901,61
PROD0214,Personal Care Product 214,Beauty,29,105,3.730769230769231,52
PROD0221,Accessories Product 221,Fashion,29,85,3.8653846153846154,52
PROD0207,Men Clothing Product 207,Fashion,29,77,3.9705882352941178,68
PROD0201,Bags Product 201,Accessories,29,88,4.084507042253521,71
PROD0128,Personal Care Product 128,Beauty,29,92,4.2,60
PROD0149,Cameras Product 149,Electronics,29,79,3.8947368421052633,38
PROD0135,Self Help Product 135,Books,29,83,3.9206349206349205,63
PROD0490,Skincare Product 490,Beauty,29,84,4.081967213114754,61
PROD0392,Home Decor Product 392,Home & Kitchen,28,74,3.873015873015873,63
PROD0458,Sunglasses Product 458,Accessories,28,90,3.8727272727272726,55
PROD0455,Footwear Product 455,Fashion,28,74,3.9152542372881354,59
PROD0454,Smartphones Product 454,Electronics,28,76,3.9855072463768115,69
PROD0360,Non Fiction Product 360,Books,28,91,3.8405797101449277,69
PROD0054,Smart Watches Product 54,Electronics,28,95,3.9523809523809526,63
PROD0367,Smart Watches Product 367,Electronics,28,64,3.9464285714285716,56
PROD0371,Team Sports Product 371,Sports,28,81,4.033898305084746,59
PROD0285,Men Clothing Product 285,Fashion,28,66,4.069444444444445,72
PROD0436,Fragrances Product 436,Beauty,28,83,3.918032786885246,61
PROD0497,Personal Care Product 497,Beauty,28,83,3.9838709677419355,62
PROD0251,Smartphones Product 251,Electronics,28,74,4.24,50
PROD0138,Jewellery Product 138,Accessories,28,92,3.9833333333333334,60
PROD0316,Furniture Product 316,Home & Kitchen,28,88,4.072727272727272,55
PROD0312,Fitness Equipment Product 312,Sports,28,103,4.066666666666666,60
PROD0155,Yoga Product 155,Sports,28,81,4.05,60
PROD0306,Headphones Product 306,Electronics,28,89,4.076923076923077,65
PROD0076,Cookware Product 76,Home & Kitchen,28,74,3.943396226415094,53
PROD0340,Wallets Product 340,Accessories,28,86,4.016949152542373,59
PROD0317,Technology Product 317,Books,28,93,3.7857142857142856,56
PROD0332,Fragrances Product 332,Beauty,28,91,4.071428571428571,56
PROD0041,Team Sports Product 41,Sports,28,89,3.966666666666667,60
PROD0038,Skincare Product 38,Beauty,28,87,4.046875,64
PROD0362,Kitchen Appliances Product 362,Home & Kitchen,28,83,3.984848484848485,66
PROD0212,Cameras Product 212,Electronics,28,73,4.0,38
PROD0270,Accessories Product 270,Fashion,28,88,4.109090909090909,55
PROD0423,Footwear Product 423,Fashion,28,88,3.911111111111111,45
PROD0047,Footwear Product 47,Fashion,28,91,3.9508196721311477,61
PROD0247,Footwear Product 247,Fashion,28,84,4.018518518518518,54
PROD0464,Yoga Product 464,Sports,28,81,4.048387096774194,62
PROD0029,Skincare Product 29,Beauty,28,101,4.0,54
PROD0017,Jewellery Product 17,Accessories,28,78,3.8181818181818183,55
PROD0457,Self Help Product 457,Books,27,81,3.9152542372881354,59
PROD0467,Smartphones Product 467,Electronics,27,78,4.072727272727272,55
PROD0396,Academic Product 396,Books,27,72,3.967741935483871,62
PROD0152,Furniture Product 152,Home & Kitchen,27,80,3.909090909090909,66
PROD0157,Cameras Product 157,Electronics,27,85,4.048387096774194,62
PROD0359,Accessories Product 359,Fashion,27,91,3.6666666666666665,48
PROD0116,Non Fiction Product 116,Books,27,84,3.7777777777777777,72
PROD0350,Non Fiction Product 350,Books,27,79,3.811320754716981,53
PROD0130,Makeup Product 130,Beauty,27,82,4.193548387096774,62
PROD0172,Storage Product 172,Home & Kitchen,27,89,4.05,60
PROD0302,Fitness Equipment Product 302,Sports,27,89,3.9464285714285716,56
PROD0326,Bags Product 326,Accessories,27,88,3.8392857142857144,56
PROD0134,Smartphones Product 134,Electronics,27,81,4.033333333333333,60
PROD0385,Makeup Product 385,Beauty,27,87,3.9473684210526314,57
PROD0388,Fitness Equipment Product 388,Sports,27,83,3.9649122807017543,57
PROD0383,Cameras Product 383,Electronics,27,88,4.158730158730159,63
PROD0056,Jewellery Product 56,Accessories,27,81,3.9324324324324325,74
PROD0366,Accessories Product 366,Fashion,27,89,4.392857142857143,56
PROD0060,Sportswear Product 60,Sports,27,95,3.9285714285714284,56
PROD0268,Furniture Product 268,Home & Kitchen,27,85,4.017543859649122,57
PROD0095,Furniture Product 95,Home & Kitchen,27,86,3.985074626865672,67
PROD0263,Men Clothing Product 263,Fashion,27,85,3.9649122807017543,57
PROD0260,Fragrances Product 260,Beauty,27,86,3.75,48
PROD0049,Non Fiction Product 49,Books,27,90,4.0144927536231885,69
PROD0088,Men Clothing Product 88,Fashion,27,80,4.016393442622951,61
PROD0241,Headphones Product 241,Electronics,27,77,4.019230769230769,52
PROD0195,Technology Product 195,Books,27,86,3.826923076923077,52
PROD0188,Storage Product 188,Home & Kitchen,27,75,3.9310344827586206,58
PROD0187,Skincare Product 187,Beauty,27,83,3.96875,64
PROD0246,Sportswear Product 246,Sports,27,85,4.339285714285714,56
PROD0219,Cameras Product 219,Electronics,27,86,4.105263157894737,57
PROD0090,Jewellery Product 90,Accessories,27,85,3.783333333333333,60
PROD0101,Smartphones Product 101,Electronics,27,85,3.8333333333333335,66
PROD0449,Technology Product 449,Books,27,85,4.071428571428571,42
PROD0446,Personal Care Product 446,Beauty,27,97,4.0,58
PROD0224,Academic Product 224,Books,27,75,3.816326530612245,49
PROD0133,Team Sports Product 133,Sports,27,86,3.7580645161290325,62
PROD0018,Smartphones Product 18,Electronics,27,91,3.58,50
PROD0002,Outdoor Product 2,Sports,27,94,3.63768115942029,69
PROD0500,Laptops Product 500,Electronics,27,76,4.111111111111111,63
PROD0025,Jewellery Product 25,Accessories,26,87,3.9857142857142858,70
PROD0209,Outdoor Product 209,Sports,26,68,4.1,50
PROD0203,Ethnic Wear Product 203,Fashion,26,82,3.96,50
PROD0448,Team Sports Product 448,Sports,26,68,3.8870967741935485,62
PROD0450,Haircare Product 450,Beauty,26,76,4.109375,64
PROD0492,Cameras Product 492,Electronics,26,65,3.9814814814814814,54
PROD0193,Cookware Product 193,Home & Kitchen,26,71,3.9705882352941178,68
PROD0110,Jewellery Product 110,Accessories,26,81,3.8461538461538463,65
PROD0113,Self Help Product 113,Books,26,97,3.925373134328358,67
PROD0266,Jewellery Product 266,Accessories,26,77,4.112676056338028,71
PROD0273,Technology Product 273,Books,26,80,3.824561403508772,57
PROD0428,Men Clothing Product 428,Fashion,26,78,3.985294117647059,68
PROD0182,Jewellery Product 182,Accessories,26,77,3.7358490566037736,53
PROD0256,Accessories Product 256,Fashion,26,70,3.8125,64
PROD0427,Bags Product 427,Accessories,26,71,4.135593220338983,59
PROD0370,Furniture Product 370,Home & Kitchen,26,77,3.8076923076923075,52
PROD0374,Kitchen Appliances Product 374,Home & Kitchen,26,88,3.9206349206349205,63
PROD0391,Fitness Equipment Product 391,Sports,26,72,3.7974683544303796,79
PROD0036,Fiction Product 36,Books,26,81,4.1875,64
PROD0325,Smartphones Product 325,Electronics,26,69,4.042857142857143,70
PROD0198,Fitness Equipment Product 198,Sports,26,69,3.739130434782609,69
PROD0313,Cameras Product 313,Electronics,26,79,4.0,61
PROD0150,Wallets Product 150,Accessories,26,93,3.8378378378378377,74
PROD0406,Haircare Product 406,Beauty,26,84,4.196428571428571,56
PROD0475,Bags Product 475,Accessories,26,75,3.8656716417910446,67
PROD0348,Smartphones Product 348,Electronics,26,77,4.072727272727272,55
PROD0123,Wallets Product 123,Accessories,26,88,3.9692307692307693,65
PROD0384,Haircare Product 384,Beauty,26,64,4.21875,64
PROD0386,Smartphones Product 386,Electronics,26,68,3.864406779661017,59
PROD0369,Fiction Product 369,Books,26,72,4.053571428571429,56
PROD0368,Cookware Product 368,Home & Kitchen,26,80,3.909090909090909,55
PROD0167,Travel Accessories Product 167,Accessories,26,76,3.9384615384615387,65
PROD0289,Academic Product 289,Books,26,79,3.7966101694915255,59
PROD0165,Team Sports Product 165,Sports,26,68,4.0,54
PROD0452,Technology Product 452,Books,25,86,4.0,64
PROD0441,Fragrances Product 441,Beauty,25,87,3.953846153846154,65
PROD0196,Accessories Product 196,Fashion,25,77,3.9583333333333335,48
PROD0091,Sunglasses Product 91,Accessories,25,91,3.967741935483871,62
PROD0204,Kitchen Appliances Product 204,Home & Kitchen,25,83,3.9193548387096775,62
PROD0183,Fitness Equipment Product 183,Sports,25,82,3.6363636363636362,66
PROD0267,Fitness Equipment Product 267,Sports,25,72,3.6666666666666665,48
PROD0176,Self Help Product 176,Books,25,95,4.016949152542373,59
PROD0300,Kitchen Appliances Product 300,Home & Kitchen,25,76,4.0,53
PROD0319,Home Decor Product 319,Home & Kitchen,25,80,3.8208955223880596,67
PROD0067,Cameras Product 67,Electronics,25,77,3.903225806451613,62
PROD0324,Yoga Product 324,Sports,25,74,4.142857142857143,49
PROD0418,Jewellery Product 418,Accessories,25,77,3.8983050847457625,59
PROD0045,Men Clothing Product 45,Fashion,25,85,3.8225806451612905,62
PROD0075,Headphones Product 75,Electronics,25,75,4.046153846153846,65
PROD0308,Kitchen Appliances Product 308,Home & Kitchen,25,71,3.6774193548387095,62
PROD0057,Headphones Product 57,Electronics,25,70,3.95,60
PROD0042,Team Sports Product 42,Sports,25,75,3.9466666666666668,75
PROD0339,Academic Product 339,Books,25,80,4.2,50
PROD0387,Sunglasses Product 387,Accessories,25,80,4.03125,64
PROD0292,Makeup Product 292,Beauty,25,86,4.049180327868853,61
PROD0098,Furniture Product 98,Home & Kitchen,25,84,4.033333333333333,60
PROD0272,Travel Accessories Product 272,Accessories,25,79,4.2,65
PROD0228,Travel Accessories Product 228,Accessories,25,70,4.035714285714286,56
PROD0226,Women Clothing Product 226,Fashion,25,72,3.857142857142857,63
PROD0089,Men Clothing Product 89,Fashion,25,72,3.9692307692307693,65
PROD0440,Women Clothing Product 440,Fashion,25,79,3.9642857142857144,56
PROD0295,Wallets Product 295,Accessories,25,74,4.046875,64
PROD0014,Non Fiction Product 14,Books,25,63,4.0,76
PROD0463,Women Clothing Product 463,Fashion,25,73,4.137254901960785,51
PROD0122,Storage Product 122,Home & Kitchen,25,76,3.925925925925926,54
PROD0402,Women Clothing Product 402,Fashion,25,76,4.0625,64
PROD0147,Wallets Product 147,Accessories,25,76,4.074074074074074,54
PROD0145,Furniture Product 145,Home & Kitchen,25,84,4.063492063492063,63
PROD0342,Bags Product 342,Accessories,25,77,4.0,53
PROD0398,Makeup Product 398,Beauty,25,86,3.742424242424242,66
PROD0401,Smart Watches Product 401,Electronics,25,60,3.9411764705882355,68
PROD0058,Team Sports Product 58,Sports,25,79,4.155172413793103,58
PROD0453,Makeup Product 453,Beauty,24,74,4.070422535211268,71
PROD0050,Footwear Product 50,Fashion,24,82,3.803030303030303,66
PROD0265,Technology Product 265,Books,24,67,3.6842105263157894,57
PROD0107,Team Sports Product 107,Sports,24,61,4.0,57
PROD0254,Accessories Product 254,Fashion,24,75,4.15625,64
PROD0235,Haircare Product 235,Beauty,24,72,3.8867924528301887,53
PROD0296,Kitchen Appliances Product 296,Home & Kitchen,24,65,3.9591836734693877,49
PROD0264,Outdoor Product 264,Sports,24,69,4.116279069767442,43
PROD0432,Makeup Product 432,Beauty,24,64,4.145161290322581,62
PROD0293,Yoga Product 293,Sports,24,76,3.6779661016949152,59
PROD0083,Smart Watches Product 83,Electronics,24,78,3.817073170731707,82
PROD0084,Bags Product 84,Accessories,24,61,3.8392857142857144,56
PROD0189,Furniture Product 189,Home & Kitchen,24,86,4.020833333333333,48
PROD0129,Haircare Product 129,Beauty,24,67,4.0,45
PROD0069,Bags Product 69,Accessories,24,75,3.6842105263157894,57
PROD0283,Haircare Product 283,Beauty,24,73,3.8275862068965516,58
PROD0299,Kitchen Appliances Product 299,Home & Kitchen,24,74,4.046511627906977,43
PROD0059,Storage Product 59,Home & Kitchen,24,71,3.9411764705882355,68
PROD0124,Jewellery Product 124,Accessories,24,70,4.0,56
PROD0127,Sportswear Product 127,Sports,24,71,3.9193548387096775,62
PROD0151,Storage Product 151,Home & Kitchen,24,73,3.723404255319149,47
PROD0121,Home Decor Product 121,Home & Kitchen,24,74,3.938775510204082,49
PROD0126,Team Sports Product 126,Sports,24,75,3.8222222222222224,45
PROD0472,Men Clothing Product 472,Fashion,24,78,4.057971014492754,69
PROD0131,Academic Product 131,Books,24,82,4.0,64
PROD0206,Cookware Product 206,Home & Kitchen,24,70,3.784313725490196,51
PROD0210,Sportswear Product 210,Sports,24,60,4.0476190476190474,63
PROD0439,Cookware Product 439,Home & Kitchen,24,82,3.8055555555555554,72
PROD0426,Footwear Product 426,Fashion,24,71,3.9661016949152543,59
PROD0485,Smart Watches Product 485,Electronics,24,80,4.075757575757576,66
PROD0483,Women Clothing Product 483,Fashion,24,75,4.0508474576271185,59
PROD0444,Academic Product 444,Books,24,63,3.8767123287671232,73
PROD0033,Kitchen Appliances Product 33,Home & Kitchen,24,76,3.706896551724138,58
PROD0168,Bags Product 168,Accessories,24,71,4.037037037037037,54
PROD0073,Footwear Product 73,Fashion,24,78,3.8208955223880596,67
PROD0074,Skincare Product 74,Beauty,24,65,3.986666666666667,75
PROD0307,Outdoor Product 307,Sports,24,79,4.148148148148148,54
PROD0351,Men Clothing Product 351,Fashion,24,61,3.8666666666666667,60
PROD0412,Ethnic Wear Product 412,Fashion,24,84,3.8,60
PROD0329,Headphones Product 329,Electronics,24,74,3.9473684210526314,57
PROD0322,Laptops Product 322,Electronics,24,78,4.116666666666666,60
PROD0169,Headphones Product 169,Electronics,24,78,3.7941176470588234,68
PROD0142,Skincare Product 142,Beauty,23,74,3.8974358974358974,39
PROD0141,Fiction Product 141,Books,23,72,3.78125,64
PROD0139,Wallets Product 139,Accessories,23,68,4.096774193548387,62
PROD0034,Non Fiction Product 34,Books,23,70,3.8,60
PROD0415,Academic Product 415,Books,23,70,3.7313432835820897,67
PROD0061,Storage Product 61,Home & Kitchen,23,60,4.082191780821918,73
PROD0377,Fiction Product 377,Books,23,64,4.052631578947368,57
PROD0330,Accessories Product 330,Fashion,23,60,3.8225806451612905,62
PROD0077,Women Clothing Product 77,Fashion,23,67,4.038461538461538,52
PROD0309,Non Fiction Product 309,Books,23,68,4.081967213114754,61
PROD0311,Academic Product 311,Books,23,79,4.372549019607843,51
PROD0341,Self Help Product 341,Books,23,69,3.9,60
PROD0408,Laptops Product 408,Electronics,23,66,3.878787878787879,66
PROD0477,Women Clothing Product 477,Fashion,23,68,4.169491525423729,59
PROD0143,Furniture Product 143,Home & Kitchen,23,64,3.9705882352941178,68
PROD0117,Cookware Product 117,Home & Kitchen,23,74,3.810344827586207,58
PROD0328,Non Fiction Product 328,Books,23,75,3.9166666666666665,60
PROD0082,Travel Accessories Product 82,Accessories,23,73,3.876923076923077,65
PROD0331,Kitchen Appliances Product 331,Home & Kitchen,23,59,3.9183673469387754,49
PROD0414,Non Fiction Product 414,Books,23,67,3.8309859154929575,71
PROD0413,Kitchen Appliances Product 413,Home & Kitchen,23,80,3.893939393939394,66
PROD0352,Smart Watches Product 352,Electronics,23,85,3.8412698412698414,63
PROD0276,Sunglasses Product 276,Accessories,23,75,4.25,56
PROD0275,Cookware Product 275,Home & Kitchen,23,73,3.789473684210526,57
PROD0429,Smartphones Product 429,Electronics,23,70,3.8524590163934427,61
PROD0102,Footwear Product 102,Fashion,23,69,3.641509433962264,53
PROD0244,Home Decor Product 244,Home & Kitchen,23,62,3.7096774193548385,62
PROD0072,Home Decor Product 72,Home & Kitchen,23,66,3.984126984126984,63
PROD0213,Smartphones Product 213,Electronics,23,75,4.150943396226415,53
PROD0222,Home Decor Product 222,Home & Kitchen,23,64,3.918032786885246,61
PROD0086,Fragrances Product 86,Beauty,23,74,3.8095238095238093,42
PROD0437,Fitness Equipment Product 437,Sports,23,60,4.160493827160494,81
PROD0186,Women Clothing Product 186,Fashion,23,65,4.092307692307692,65
PROD0190,Men Clothing Product 190,Fashion,23,76,3.875,64
PROD0019,Storage Product 19,Home & Kitchen,23,70,3.9672131147540983,61
PROD0488,Home Decor Product 488,Home & Kitchen,23,78,4.166666666666667,60
PROD0099,Women Clothing Product 99,Fashion,23,74,3.838235294117647,68
PROD0005,Storage Product 5,Home & Kitchen,23,74,3.824561403508772,57
PROD0489,Personal Care Product 489,Beauty,23,70,4.078947368421052,76
PROD0178,Men Clothing Product 178,Fashion,23,72,3.9384615384615387,65
PROD0177,Fitness Equipment Product 177,Sports,23,88,4.090909090909091,66
PROD0208,Sunglasses Product 208,Accessories,22,62,3.9838709677419355,62
PROD0493,Team Sports Product 493,Sports,22,68,3.9836065573770494,61
PROD0011,Self Help Product 11,Books,22,70,4.074074074074074,54
PROD0003,Travel Accessories Product 3,Accessories,22,65,3.859375,64
PROD0021,Ethnic Wear Product 21,Fashion,22,54,4.129032258064516,62
PROD0217,Furniture Product 217,Home & Kitchen,22,70,4.051724137931035,58
PROD0242,Makeup Product 242,Beauty,22,65,3.7868852459016393,61
PROD0106,Headphones Product 106,Electronics,22,68,4.112903225806452,62
PROD0253,Footwear Product 253,Fashion,22,71,3.716666666666667,60
PROD0238,Technology Product 238,Books,22,65,4.183333333333334,60
PROD0425,Men Clothing Product 425,Fashion,22,66,3.7857142857142856,56
PROD0269,Outdoor Product 269,Sports,22,73,3.8636363636363638,66
PROD0294,Fitness Equipment Product 294,Sports,22,60,4.086206896551724,58
PROD0291,Men Clothing Product 291,Fashion,22,56,4.016393442622951,61
PROD0471,Non Fiction Product 471,Books,22,60,3.9583333333333335,72
PROD0456,Smart Watches Product 456,Electronics,22,76,4.0,56
PROD0399,Footwear Product 399,Fashion,22,52,4.022222222222222,45
PROD0154,Smart Watches Product 154,Electronics,22,68,4.125,56
PROD0407,Team Sports Product 407,Sports,22,59,4.020833333333333,48
PROD0118,Women Clothing Product 118,Fashion,22,55,4.054794520547945,73
PROD0160,Men Clothing Product 160,Fashion,22,68,4.029850746268656,67
PROD0119,Smartphones Product 119,Electronics,22,62,4.016393442622951,61
PROD0476,Academic Product 476,Books,22,76,3.847457627118644,59
PROD0137,Jewellery Product 137,Accessories,22,71,3.8857142857142857,70
PROD0349,Laptops Product 349,Electronics,22,70,4.015151515151516,66
PROD0175,Bags Product 175,Accessories,22,59,4.126984126984127,63
PROD0071,Footwear Product 71,Fashion,22,82,3.9672131147540983,61
PROD0321,Home Decor Product 321,Home & Kitchen,22,68,3.893939393939394,66
PROD0301,Fiction Product 301,Books,22,64,4.206896551724138,58
PROD0040,Storage Product 40,Home & Kitchen,22,58,3.8620689655172415,58
PROD0179,Kitchen Appliances Product 179,Home & Kitchen,22,66,4.134328358208955,67
PROD0284,Bags Product 284,Accessories,22,66,3.769230769230769,65
PROD0443,Skincare Product 443,Beauty,21,67,4.037037037037037,54
PROD0205,Fragrances Product 205,Beauty,21,56,3.9565217391304346,69
PROD0026,Men Clothing Product 26,Fashion,21,62,3.746031746031746,63
PROD0459,Team Sports Product 459,Sports,21,59,3.9523809523809526,63
PROD0022,Travel Accessories Product 22,Accessories,21,57,4.092592592592593,54
PROD0495,Bags Product 495,Accessories,21,66,3.9682539682539684,63
PROD0484,Smart Watches Product 484,Electronics,21,69,3.9464285714285716,56
PROD0234,Footwear Product 234,Fashion,21,59,3.8666666666666667,60
PROD0108,Technology Product 108,Books,21,64,4.068181818181818,44
PROD0085,Fragrances Product 85,Beauty,21,62,3.8596491228070176,57
PROD0438,Sunglasses Product 438,Accessories,21,63,3.96,75
PROD0092,Furniture Product 92,Home & Kitchen,21,67,3.7755102040816326,49
PROD0248,Headphones Product 248,Electronics,21,60,3.9622641509433962,53
PROD0421,Home Decor Product 421,Home & Kitchen,21,57,3.7777777777777777,63
PROD0470,Headphones Product 470,Electronics,21,65,3.8620689655172415,58
PROD0397,Accessories Product 397,Fashion,21,67,4.196969696969697,66
PROD0064,Footwear Product 64,Fashion,21,55,3.814814814814815,54
PROD0373,Cookware Product 373,Home & Kitchen,21,66,4.254901960784314,51
PROD0016,Storage Product 16,Home & Kitchen,21,65,4.166666666666667,60
PROD0480,Women Clothing Product 480,Fashion,21,60,4.218181818181818,55
