order_id,product_id,quantity,discount,revenue,profit
ORD000053,PROD0100,3,0.13,115853.2,14388.4
ORD000053,PROD0188,5,0.1,17271.36,6187.16
ORD000054,PROD0419,2,0.24,69567.12,15107.28
ORD000055,PROD0401,5,0.24,134709.09,44132.19
ORD000055,PROD0093,2,0.26,19417.16,682.4
ORD000055,PROD0430,3,0.05,80861.91,40321.71
ORD000055,PROD0384,3,0.24,87082.78,-4664.21
ORD000056,PROD0201,2,0.29,7703.87,-1096.13
ORD000056,PROD0200,2,0.22,58684.53,2120.37
ORD000056,PROD0279,5,0.27,25406.04,9344.09
ORD000057,PROD0453,2,0.18,34841.47,549.45
ORD000057,PROD0200,3,0.03,109469.22,24622.98
ORD000058,PROD0249,3,0.19,71217.74,28918.46
ORD000058,PROD0123,5,0.06,5020.49,633.84
ORD000059,PROD0123,1,0.17,886.6,9.27
ORD000060,PROD0349,2,0.11,26067.99,6077.79
ORD000060,PROD0137,1,0.29,30809.38,-4569.17
ORD000060,PROD0071,1,0.01,47652.29,21144.48
ORD000060,PROD0016,2,0.0,60989.96,29384.38
ORD000061,PROD0408,3,0.13,113623.35,27748.23
ORD000062,PROD0113,2,0.27,19681.62,4917.82
ORD000062,PROD0119,2,0.07,26513.17,13406.93
ORD000063,PROD0238,5,0.16,111412.35,-953.1
ORD000063,PROD0307,5,0.28,113423.94,37382.09
ORD000064,PROD0170,4,0.07,88783.16,42087.64
ORD000064,PROD0282,2,0.06,13306.0,6853.76
ORD000065,PROD0268,4,0.01,152533.93,24974.53
ORD000065,PROD0330,1,0.14,27865.8,5887.1
ORD000065,PROD0177,1,0.19,26760.03,9740.2
ORD000066,PROD0309,1,0.29,2368.25,497.83
ORD000067,PROD0027,1,0.19,38064.41,97.23
ORD000067,PROD0500,1,0.15,40397.78,10531.83
ORD000067,PROD0476,2,0.23,46424.36,3254.84
ORD000068,PROD0151,5,0.09,13052.04,3549.29
ORD000068,PROD0237,4,0.17,8117.57,230.25
ORD000068,PROD0096,3,0.24,11234.04,-722.61
ORD000069,PROD0118,4,0.16,33612.03,4042.23
ORD000070,PROD0039,1,0.2,30905.71,12377.05
ORD000070,PROD0343,2,0.19,75313.78,12765.66
ORD000071,PROD0121,1,0.24,35751.0,-3366.78
ORD000072,PROD0224,1,0.18,40429.49,3384.68
ORD000072,PROD0034,1,0.14,6281.38,650.94
ORD000073,PROD0383,1,0.15,1671.58,338.34
ORD000073,PROD0115,5,0.21,176307.1,19537.6
ORD000073,PROD0015,3,0.25,66921.75,25110.81
ORD000073,PROD0322,3,0.07,30157.03,11317.03
ORD000074,PROD0318,4,0.14,19354.99,5199.63
ORD000074,PROD0126,4,0.25,44802.33,8719.17
ORD000074,PROD0316,1,0.26,26457.57,-2434.19
ORD000074,PROD0059,3,0.21,95374.73,32037.71
ORD000075,PROD0343,4,0.17,154346.77,29250.53
ORD000076,PROD0164,4,0.26,82440.14,5047.98
ORD000076,PROD0122,5,0.24,173921.29,37058.19
ORD000076,PROD0280,4,0.18,124083.45,18442.45
ORD000076,PROD0275,4,0.29,74292.38,-5119.62
ORD000077,PROD0320,4,0.05,51989.28,19103.96
ORD000077,PROD0107,2,0.3,45783.46,10483.9
ORD000077,PROD0373,1,0.15,10064.82,475.65
ORD000077,PROD0258,1,0.15,2165.26,992.08
ORD000078,PROD0120,1,0.05,30760.97,13896.05
ORD000078,PROD0290,4,0.26,73284.21,18489.61
ORD000078,PROD0418,3,0.21,59413.25,12967.88
ORD000079,PROD0081,4,0.25,55736.46,3498.58
ORD000080,PROD0311,4,0.08,34852.14,14632.62
ORD000081,PROD0002,4,0.29,104171.48,3013.12
ORD000081,PROD0256,3,0.09,84047.8,27034.09
ORD000081,PROD0086,4,0.05,129104.81,67048.17
ORD000082,PROD0196,4,0.09,180282.32,58433.84
ORD000083,PROD0167,5,0.08,4670.66,2150.41
ORD000083,PROD0038,1,0.29,25155.88,-1119.71
ORD000083,PROD0324,5,0.06,140067.24,32537.19
ORD000083,PROD0351,3,0.22,62641.07,24837.23
ORD000084,PROD0096,5,0.2,19708.84,-218.91
ORD000084,PROD0349,2,0.26,21674.51,1684.31
ORD000084,PROD0225,2,0.06,35720.19,17350.89
ORD000085,PROD0410,2,0.18,4955.51,1425.75
ORD000085,PROD0182,2,0.18,37843.28,7003.46
ORD000085,PROD0136,1,0.12,35662.22,4293.84
ORD000086,PROD0035,1,0.28,2883.72,-499.67
ORD000086,PROD0216,5,0.02,36292.78,8347.18
ORD000087,PROD0101,1,0.03,31242.7,15664.64
ORD000088,PROD0209,2,0.08,27365.55,10069.75
ORD000088,PROD0377,1,0.26,23307.85,4914.74
ORD000089,PROD0037,4,0.22,1792.28,8.76
ORD000089,PROD0010,2,0.14,37440.39,12777.99
ORD000089,PROD0223,4,0.02,159528.87,24596.83
ORD000089,PROD0412,1,0.08,15524.92,5243.59
ORD000090,PROD0446,5,0.03,175553.85,32164.6
ORD000090,PROD0065,5,0.25,2420.7,308.9
ORD000090,PROD0292,2,0.27,36183.36,7360.56
ORD000090,PROD0323,3,0.03,18193.84,3072.1
ORD000091,PROD0275,2,0.27,38192.56,-1513.44
ORD000091,PROD0483,3,0.26,32518.74,6491.94
ORD000092,PROD0027,1,0.01,46523.17,8555.99
ORD000092,PROD0251,1,0.16,29398.86,6144.41
ORD000092,PROD0194,3,0.24,32643.03,10266.42
ORD000093,PROD0134,5,0.12,153743.39,26032.64
ORD000094,PROD0496,1,0.04,38429.73,9292.04
ORD000094,PROD0372,3,0.18,92142.23,18980.39
ORD000094,PROD0016,2,0.15,51841.47,20235.89
ORD000094,PROD0190,3,0.01,121113.87,52269.57
ORD000095,PROD0138,3,0.14,66341.4,16152.87
ORD000095,PROD0182,1,0.03,22382.91,6963.0
ORD000095,PROD0290,3,0.03,72046.3,30950.35
ORD000096,PROD0008,4,0.3,26142.76,6596.88
ORD000096,PROD0339,4,0.13,20421.79,6123.19
ORD000096,PROD0371,2,0.17,38670.02,12087.82
ORD000096,PROD0011,3,0.24,70016.73,23418.99
ORD000097,PROD0331,4,0.1,64792.84,3987.92
ORD000097,PROD0386,3,0.02,17047.3,3329.77
ORD000097,PROD0495,1,0.14,10789.71,1033.29
ORD000098,PROD0138,5,0.17,106711.94,23064.39
ORD000098,PROD0269,5,0.18,174362.67,57637.67
ORD000098,PROD0355,2,0.12,22801.93,4078.41
ORD000098,PROD0408,5,0.19,176312.09,33186.89
ORD000099,PROD0432,1,0.1,23725.98,7215.2
ORD000099,PROD0180,4,0.14,161781.27,33825.51
ORD000100,PROD0063,1,0.25,8721.28,1501.88
ORD000100,PROD0198,2,0.09,31373.05,3023.43
ORD000100,PROD0381,3,0.07,21868.69,8355.04
ORD000101,PROD0337,1,0.16,3601.6,772.61
ORD000101,PROD0108,4,0.02,139925.62,62124.18
ORD000102,PROD0317,4,0.0,102921.48,34700.44
ORD000102,PROD0177,2,0.01,65413.4,31373.74
ORD000102,PROD0226,5,0.28,140127.12,9076.77
ORD000102,PROD0283,5,0.11,78872.69,18081.59
ORD000103,PROD0298,1,0.13,39037.23,10338.82
ORD000103,PROD0300,5,0.15,41891.23,18907.88
ORD000103,PROD0430,2,0.24,43126.35,16099.55
ORD000103,PROD0392,4,0.22,39980.96,9827.2
ORD000104,PROD0275,3,0.07,72984.42,13425.42
ORD000104,PROD0171,3,0.01,73457.93,26015.33
ORD000104,PROD0360,2,0.06,12177.83,2560.63
ORD000105,PROD0232,5,0.1,168202.93,40490.63
ORD000105,PROD0107,3,0.06,92220.97,39271.63
ORD000106,PROD0283,5,0.11,78872.69,18081.59
ORD000106,PROD0436,4,0.28,54297.99,12194.59
ORD000107,PROD0420,2,0.2,46648.38,5661.62
ORD000108,PROD0018,4,0.21,152602.44,3214.52
ORD000108,PROD0142,5,0.09,86297.44,40057.89
ORD000108,PROD0482,4,0.05,47476.63,17205.63
ORD000109,PROD0203,3,0.18,39867.92,573.26
ORD000109,PROD0463,4,0.13,74587.22,35237.1
ORD000110,PROD0400,5,0.01,172871.57,29859.67
ORD000110,PROD0243,5,0.05,139366.99,20470.34
ORD000111,PROD0479,3,0.24,59485.68,22793.46
ORD000111,PROD0177,1,0.14,28411.88,11392.05
ORD000112,PROD0138,3,0.08,70969.87,20781.34
ORD000112,PROD0472,2,0.05,62083.62,10985.74
ORD000112,PROD0365,4,0.28,29724.13,8444.01
ORD000113,PROD0341,1,0.28,29454.11,6825.13
ORD000113,PROD0197,1,0.18,15407.23,1116.74
ORD000113,PROD0011,4,0.05,116694.54,54564.22
ORD000114,PROD0140,3,0.09,96062.56,14956.51
ORD000114,PROD0017,4,0.14,12153.73,430.29
ORD000115,PROD0296,2,0.03,13967.44,3796.42
ORD000115,PROD0166,5,0.06,84561.65,16809.9
ORD000115,PROD0391,1,0.21,27483.5,4275.95
ORD000115,PROD0226,4,0.07,144798.02,39957.74
ORD000116,PROD0327,5,0.18,120810.6,10581.85
ORD000116,PROD0300,3,0.03,28683.17,14893.16
ORD000116,PROD0428,4,0.11,37363.77,15269.81
ORD000116,PROD0162,3,0.21,78474.99,22651.11
ORD000117,PROD0345,1,0.25,28907.85,8679.39
ORD000117,PROD0466,1,0.22,5636.28,-28.7
ORD000117,PROD0347,2,0.02,50035.35,22109.29
ORD000117,PROD0111,4,0.06,124017.43,34655.83
ORD000118,PROD0441,1,0.1,10605.98,2135.84
ORD000118,PROD0370,4,0.17,73455.0,20286.16
ORD000118,PROD0316,1,0.0,35753.47,6861.71
ORD000118,PROD0141,2,0.23,68581.24,16459.68
ORD000119,PROD0177,2,0.29,46912.64,12872.98
ORD000120,PROD0055,2,0.09,21241.71,10018.81
ORD000120,PROD0209,4,0.22,46402.45,11810.85
ORD000121,PROD0198,5,0.21,68089.86,-2784.19
ORD000122,PROD0026,5,0.27,176982.51,-7286.14
ORD000122,PROD0160,5,0.03,39163.36,16953.41
ORD000122,PROD0268,2,0.24,58548.38,-5231.32
ORD000123,PROD0152,1,0.18,22279.05,3125.26
ORD000123,PROD0286,4,0.3,72366.78,-6560.7
ORD000124,PROD0267,2,0.2,79732.56,12740.0
ORD000124,PROD0275,5,0.26,96789.37,-2475.63
ORD000124,PROD0095,4,0.28,76676.05,18451.13
ORD000124,PROD0385,2,0.06,32526.74,5588.26
ORD000125,PROD0319,1,0.19,21684.57,7041.11
ORD000126,PROD0102,3,0.25,18749.14,-1485.47
ORD000126,PROD0329,2,0.17,23910.08,6763.02
ORD000126,PROD0114,3,0.02,143056.34,54414.08
ORD000126,PROD0376,4,0.15,20773.42,588.18
ORD000127,PROD0128,3,0.01,25909.66,8303.65
ORD000128,PROD0314,5,0.25,87329.92,117.77
ORD000128,PROD0013,5,0.2,91866.72,4125.92
ORD000128,PROD0238,3,0.16,66847.41,-571.86
ORD000128,PROD0304,3,0.17,26281.43,7418.72
ORD000129,PROD0173,1,0.18,16486.67,2486.27
ORD000129,PROD0338,2,0.02,40565.57,5672.91
ORD000129,PROD0222,5,0.04,90726.05,34187.0
ORD000129,PROD0407,3,0.07,18123.11,2176.01
ORD000130,PROD0294,3,0.2,9768.98,3644.42
ORD000130,PROD0057,4,0.06,174862.45,31019.81
ORD000130,PROD0029,3,0.04,13530.47,6083.18
ORD000130,PROD0374,4,0.16,65114.75,13377.91
ORD000131,PROD0466,1,0.27,5274.98,-390.0
ORD000131,PROD0415,1,0.25,27715.36,4401.68
ORD000132,PROD0158,3,0.26,92903.03,1457.63
ORD000132,PROD0266,3,0.1,109893.19,6118.96
ORD000132,PROD0293,5,0.14,136654.09,49885.39
ORD000132,PROD0106,4,0.24,83819.09,3666.21
ORD000133,PROD0491,5,0.07,78640.43,14513.38
ORD000134,PROD0184,4,0.29,136522.12,-19640.0
ORD000135,PROD0473,1,0.29,7496.99,2698.93
ORD000135,PROD0038,5,0.11,157667.1,26289.15
ORD000135,PROD0153,4,0.02,142636.02,20326.98
ORD000135,PROD0043,3,0.3,33087.22,5668.63
ORD000136,PROD0219,1,0.19,3172.22,122.41
ORD000136,PROD0066,4,0.03,81655.88,36295.36
ORD000136,PROD0163,4,0.1,171924.48,29578.88
ORD000137,PROD0062,3,0.23,37202.02,13333.75
ORD000137,PROD0465,4,0.23,97894.32,27568.68
ORD000138,PROD0217,2,0.17,51502.23,21069.43
ORD000139,PROD0490,5,0.07,116107.71,30120.96
ORD000139,PROD0040,2,0.2,28985.2,11001.78
ORD000140,PROD0459,1,0.01,14785.6,2398.83
ORD000141,PROD0358,4,0.23,54327.35,-3655.57
ORD000141,PROD0002,2,0.04,70425.79,19846.61
ORD000141,PROD0265,3,0.24,7072.24,-333.98
ORD000141,PROD0003,5,0.3,28189.45,7554.85
ORD000142,PROD0453,3,0.24,48438.14,-2999.89
ORD000142,PROD0003,3,0.08,22229.4,9848.64
ORD000142,PROD0197,1,0.2,15031.44,740.95
ORD000142,PROD0362,5,0.12,15861.38,2407.18
ORD000143,PROD0132,3,0.26,16122.04,1801.06
ORD000143,PROD0453,3,0.18,52262.21,824.18
ORD000144,PROD0335,2,0.29,13592.78,2794.4
ORD000144,PROD0039,1,0.22,30133.07,11604.41
ORD000144,PROD0226,3,0.06,109766.24,31136.03
ORD000144,PROD0261,5,0.06,140193.01,50356.66
ORD000145,PROD0067,3,0.27,13703.51,2721.08
ORD000146,PROD0491,3,0.09,46169.54,7693.31
ORD000146,PROD0060,2,0.14,76815.51,17351.65
ORD000146,PROD0073,4,0.24,43947.97,17072.93
ORD000146,PROD0421,5,0.26,3517.92,116.87
ORD000147,PROD0295,4,0.08,24523.08,10908.48
ORD000147,PROD0435,4,0.12,151820.24,8894.2
ORD000147,PROD0461,1,0.17,36074.17,8041.82
ORD000147,PROD0368,3,0.28,39169.18,-4400.03
ORD000148,PROD0135,3,0.14,46870.11,15944.73
ORD000149,PROD0262,4,0.2,155215.2,2551.84
ORD000149,PROD0043,3,0.22,36868.62,9450.03
ORD000149,PROD0189,5,0.06,198764.41,101642.86
ORD000149,PROD0186,4,0.06,19960.6,10250.24
ORD000150,PROD0141,4,0.24,135381.14,31138.02
ORD000150,PROD0099,1,0.04,34924.8,5499.05
ORD000150,PROD0122,3,0.23,105725.84,23607.98
ORD000150,PROD0159,5,0.2,82499.84,28945.29
ORD000151,PROD0209,4,0.04,57110.71,22519.11
ORD000152,PROD0302,2,0.04,17467.05,8633.81
ORD000152,PROD0367,2,0.11,59381.33,15397.37
ORD000153,PROD0269,2,0.0,85054.96,38364.96
ORD000154,PROD0058,2,0.28,45763.44,-4994.84
ORD000154,PROD0203,2,0.01,32088.81,5892.37
ORD000154,PROD0363,5,0.05,137043.72,23552.57
ORD000155,PROD0483,1,0.22,11425.5,2749.9
ORD000155,PROD0409,1,0.13,25827.16,7730.3
ORD000155,PROD0031,5,0.2,78469.04,23683.94
ORD000155,PROD0425,3,0.18,62137.36,9990.94
ORD000156,PROD0365,5,0.26,38187.26,11587.11
ORD000156,PROD0214,5,0.12,97873.91,8332.46
ORD000157,PROD0242,2,0.12,40287.61,8193.79
ORD000157,PROD0236,3,0.23,2088.42,-184.32
ORD000158,PROD0461,4,0.24,132127.09,19997.69
ORD000159,PROD0219,2,0.27,5717.83,-381.79
ORD000160,PROD0319,4,0.09,97446.73,38872.89
ORD000160,PROD0241,3,0.07,88111.3,19109.77
ORD000160,PROD0257,3,0.13,121773.75,10298.19
ORD000161,PROD0473,1,0.11,9397.63,4599.57
ORD000161,PROD0424,1,0.08,4178.53,323.61
ORD000161,PROD0070,5,0.14,79001.28,1955.48
ORD000162,PROD0460,3,0.13,99835.66,41765.14
ORD000163,PROD0033,4,0.21,45069.34,7012.66
ORD000163,PROD0095,1,0.05,25292.45,10736.22
ORD000164,PROD0260,4,0.06,185622.25,84879.37
ORD000164,PROD0329,2,0.12,25350.44,8203.38
ORD000165,PROD0499,1,0.1,41301.43,18139.24
ORD000165,PROD0500,2,0.25,71290.2,11558.3
ORD000165,PROD0314,3,0.03,67768.02,15440.73
ORD000165,PROD0274,2,0.13,10342.23,1799.43
ORD000166,PROD0351,3,0.14,69065.8,31261.96
ORD000167,PROD0223,4,0.04,156273.18,21341.14
ORD000168,PROD0305,4,0.28,72921.14,-623.66
ORD000168,PROD0236,1,0.21,714.22,-43.36
ORD000169,PROD0342,5,0.01,43525.89,11982.49
ORD000170,PROD0223,2,0.04,78136.59,10670.57
ORD000170,PROD0213,2,0.16,5309.93,1075.83
ORD000171,PROD0099,4,0.05,138244.0,20541.0
ORD000171,PROD0295,3,0.19,16193.23,5982.28
ORD000172,PROD0389,2,0.26,17306.81,25.71
ORD000173,PROD0058,2,0.25,47670.25,-3088.03
ORD000173,PROD0142,5,0.03,91987.38,45747.83
ORD000174,PROD0425,3,0.02,74261.72,22115.3
ORD000174,PROD0392,3,0.25,28832.42,6217.1
ORD000174,PROD0328,1,0.1,19578.13,8678.94
ORD000175,PROD0324,4,0.25,89404.62,3380.58
ORD000175,PROD0269,4,0.29,120778.04,27398.04
ORD000175,PROD0426,4,0.08,13372.02,2471.14
ORD000175,PROD0139,3,0.15,101936.94,16791.36
ORD000176,PROD0404,3,0.26,103758.45,-11249.01
ORD000176,PROD0171,3,0.03,71973.93,24531.33
ORD000177,PROD0257,3,0.16,117574.66,6099.1
ORD000177,PROD0117,5,0.03,140514.78,46788.93
ORD000178,PROD0013,4,0.05,87273.38,17080.74
ORD000178,PROD0416,4,0.08,42183.32,13252.16
ORD000178,PROD0058,5,0.06,149366.8,22471.1
ORD000178,PROD0294,1,0.06,3826.19,1784.67
ORD000179,PROD0263,1,0.04,40286.34,13534.64
ORD000179,PROD0410,4,0.21,9548.41,2488.89
ORD000179,PROD0490,2,0.21,39451.65,5056.95
ORD000179,PROD0473,5,0.02,51739.79,27749.49
ORD000180,PROD0120,1,0.11,28818.17,11953.25
ORD000180,PROD0365,3,0.23,23841.23,7881.14
ORD000180,PROD0470,2,0.17,10212.7,1838.2
ORD000181,PROD0234,2,0.04,27839.79,4714.21
ORD000181,PROD0078,5,0.27,179896.93,45141.28
ORD000181,PROD0250,3,0.09,133025.86,9577.24
ORD000181,PROD0285,1,0.19,36641.72,9983.64
ORD000182,PROD0145,3,0.1,39260.97,9320.85
ORD000182,PROD0034,4,0.25,21911.79,-609.97
ORD000182,PROD0005,3,0.01,89621.0,23244.53
ORD000182,PROD0068,2,0.17,78289.93,23649.11
ORD000183,PROD0322,5,0.01,53504.4,22104.4
ORD000184,PROD0240,3,0.05,138151.87,42283.33
ORD000185,PROD0028,2,0.13,52227.2,3076.62
ORD000185,PROD0154,4,0.2,83072.42,22929.78
ORD000185,PROD0371,1,0.02,22829.29,9538.19
ORD000186,PROD0493,4,0.16,122609.69,27996.37
ORD000186,PROD0413,3,0.16,68061.57,1787.25
ORD000186,PROD0210,4,0.01,133547.71,32247.07
ORD000186,PROD0428,5,0.25,39357.9,11740.45
ORD000187,PROD0237,5,0.23,9413.44,-445.71
ORD000187,PROD0276,5,0.17,108531.34,5116.34
ORD000187,PROD0244,2,0.29,3633.34,755.4
ORD000187,PROD0459,4,0.18,48986.64,-560.44
ORD000188,PROD0081,2,0.27,27125.08,1006.14
ORD000189,PROD0104,5,0.3,18700.99,-411.46
ORD000189,PROD0418,2,0.2,40110.21,9146.63
ORD000189,PROD0073,4,0.3,40478.4,13603.36
ORD000190,PROD0370,2,0.05,42037.5,15453.08
ORD000190,PROD0395,3,0.17,57921.61,75.82
ORD000190,PROD0497,4,0.2,44241.95,6299.39
ORD000191,PROD0141,1,0.29,31618.62,5557.84
ORD000191,PROD0088,3,0.12,85443.84,34978.92
ORD000191,PROD0289,2,0.28,10957.75,-1531.57
ORD000191,PROD0410,5,0.25,11331.19,2506.79
ORD000192,PROD0450,3,0.0,2838.6,1464.15
ORD000193,PROD0486,1,0.16,27958.95,508.19
ORD000193,PROD0420,4,0.18,95629.19,13655.67
ORD000193,PROD0110,3,0.19,79185.83,1985.57
ORD000194,PROD0193,2,0.26,54512.88,-2312.56
ORD000195,PROD0382,2,0.29,17962.87,-950.73
ORD000196,PROD0109,3,0.14,42498.69,5505.24
ORD000196,PROD0237,5,0.25,9168.94,-690.21
ORD000196,PROD0491,1,0.14,14544.25,1718.84
ORD000196,PROD0448,1,0.02,32833.75,15009.92
ORD000197,PROD0158,4,0.25,125544.63,3617.43
ORD000198,PROD0045,3,0.28,95892.06,10803.06
ORD000198,PROD0009,1,0.17,12799.3,2623.05
ORD000199,PROD0483,5,0.25,54930.3,11552.3
ORD000199,PROD0402,3,0.02,85088.1,24945.93
ORD000199,PROD0102,2,0.11,14832.65,1342.91
ORD000200,PROD0315,1,0.3,1486.21,316.4
ORD000201,PROD0428,2,0.25,15743.16,4696.18
ORD000201,PROD0493,3,0.0,109472.94,38512.95
ORD000201,PROD0371,1,0.21,18403.2,5112.1
ORD000201,PROD0325,3,0.12,104337.58,27343.93
ORD000202,PROD0462,2,0.19,72509.99,3585.93
ORD000202,PROD0490,5,0.14,107368.42,21381.67
ORD000203,PROD0244,1,0.14,2200.47,761.5
ORD000203,PROD0138,3,0.16,64798.57,14610.04
